-1	110.4265186	936.2777856
0	117.2560383	868.6767338
1	132.1780035	885.5715161
2	110.2258817	797.7484154
3	103.6134211	654.2350013
4	78.97439936	646.4374475
5	80.41511905	806.4138059
6	108.5456568	614.6540206
7	103.5659118	477.3383328
8	79.04707803	436.5650795
9	118.4444829	769.280586
10	172.2406675	699.7738209
11	100.6414827	470.2251997
12	93.09292488	640.7769637
13	112.279975	624.1525409
14	109.4334153	649.7782415
15	106.8430507	745.8799753
16	86.71566971	765.3942667
17	84.68391343	602.6007523
18	68.07561194	474.4264919
19	78.78228157	604.6883223
20	117.0887798	556.4034636
21	81.26734749	445.4618454
22	36.27539499	411.7198385
23	44.12632553	458.67955
24	52.87703564	518.3415747
25	42.63976658	426.8280796
26	33.96151143	366.5359797
27	40.10286268	353.2880792
28	45.69597558	361.8482403
29	42.40370398	337.4771345
30	61.15327854	471.1947481
31	66.22869382	602.3906065
32	57.05514457	541.6913328
33	61.55720572	415.0078713
34	79.13746494	307.7394107
35	52.4229838	273.2871506
36	37.78704493	293.8815267
37	36.14812655	263.1991193
38	49.96542135	354.1826328
39	53.94628324	476.5637424
40	53.71553556	527.7216356
41	46.63382959	594.5683233
42	51.54510381	810.0952362
43	79.22715037	831.0592075
44	89.38074506	881.364227
45	68.59332381	697.7814902
46	87.29077124	1280.478609
47	100.102921	1551.532108
48	90	1100
49	78.2906484	923.3988399
50	75.17813221	647.6232218
